stage,aggression,action,stake,play_style,hand_quality
hole,1.1505,bets,1.505,agressive,0.215
hole,1.1505,calls,1.505,average,0.184
hole,-0.8495,folds,1.505,safe,0.195
flop,1.0,checks,0.0,agressive,0.25254
flop,2.205134,bets,2.05134,average,0.82054
flop,0.205134,folds,2.05134,agressive,0.25254
hole,1.1,calls,1.0,agressive,0.139
hole,1.1,calls,1.0,average,0.173
hole,-1.1,folds,1.0,safe,0.11
flop,2.16975,calls,1.6975,agressive,0.77706
flop,2.16975,calls,1.6975,average,0.716
turn,3.160386,bets,1.60386,agressive,0.64155
turn,1.160386,folds,1.60386,average,0.57391
hole,1.1,calls,1.0,agressive,0.19
hole,1.1,calls,1.0,average,0.11
hole,-1.1,folds,1.0,safe,0.142
flop,1.0,checks,0.0,agressive,0.46346
flop,2.197502,bets,1.97502,average,0.79001
flop,0.197502,folds,1.97502,agressive,0.46346
hole,1.1,calls,1.0,agressive,0.189
hole,1.1,calls,1.0,average,0.189
hole,1.1,calls,1.0,safe,0.259
flop,1.0,checks,0.0,agressive,0.35245
flop,1.0,checks,0.0,average,0.35245
flop,1.0,checks,0.0,safe,0.74098
turn,0.178261,folds,1.78261,agressive,0.26763
turn,0.178261,folds,1.78261,average,0.26763
turn,0.178261,folds,1.78261,safe,0.62705
hole,1.1624,bets,1.624,agressive,0.232
hole,-0.8376,folds,1.624,average,0.095
hole,-0.8376,folds,1.624,safe,0.091
flop,0.24930599999999997,folds,2.49306,agressive,0.46346
hole,1.1,calls,1.0,agressive,0.166
hole,1.1,calls,1.0,average,0.101
hole,-1.1,folds,1.0,safe,0.142
flop,2.150093,calls,1.50093,agressive,0.81129
flop,0.150093,folds,1.50093,average,0.15264
turn,3.197101,bets,1.97101,agressive,0.78841
hole,1.1,calls,1.0,agressive,0.12
hole,1.1,calls,1.0,average,0.13
hole,1.1,calls,1.0,safe,0.204
flop,1.0,checks,0.0,agressive,0.24514
flop,1.0,checks,0.0,average,0.00833
flop,1.0,checks,0.0,safe,0.64107
turn,1.0,checks,0.0,agressive,0.17101
turn,2.180193,bets,1.80193,average,0.72077
turn,2.180193,calls,1.80193,safe,0.73623
turn,0.180193,folds,1.80193,agressive,0.17101
river,3.178788,bets,1.78788,average,0.71515
river,1.178788,folds,1.78788,safe,0.6202
hole,1.1,calls,1.0,agressive,0.194
hole,1.1,calls,1.0,average,0.142
hole,-1.1,folds,1.0,safe,0.11
flop,0.224098,folds,2.24098,agressive,0.55597
flop,0.224098,folds,2.24098,average,0.40796
hole,1.1,calls,1.0,agressive,0.18
hole,1.1,calls,1.0,average,0.174
hole,-1.1,folds,1.0,safe,0.14
flop,0.191489,folds,1.91489,agressive,0.53377
flop,0.191489,folds,1.91489,average,0.44126
hole,1.1,calls,1.0,agressive,0.162
hole,1.1,calls,1.0,average,0.163
hole,1.1,calls,1.0,safe,0.379
flop,2.206984,calls,2.06984,agressive,0.60592
flop,2.206984,calls,2.06984,average,0.78723
flop,2.206984,calls,2.06984,safe,0.9556
turn,1.173671,folds,1.73671,agressive,0.49372
turn,3.173671,calls,1.73671,average,0.6599
turn,3.173671,calls,1.73671,safe,0.81643
river,3.0,checks,0.0,average,0.5202
river,3.0,checks,0.0,safe,0.74545
hole,-1.1,folds,1.0,agressive,0.089
hole,1.1,calls,1.0,average,0.139
hole,1.1,calls,1.0,safe,0.278
flop,1.0,checks,0.0,average,0.17484
flop,2.239824,bets,2.39824,safe,0.9593
flop,0.23982399999999998,folds,2.39824,average,0.17484
hole,1.1,calls,1.0,agressive,0.169
hole,1.1,calls,1.0,average,0.156
hole,1.1,calls,1.0,safe,0.189
flop,2.184551,bets,1.84551,agressive,0.73821
flop,0.184551,folds,1.84551,average,0.31915
flop,0.184551,folds,1.84551,safe,0.45236
hole,-1.1,folds,1.0,agressive,0.086
hole,1.1,calls,1.0,average,0.128
hole,-1.1,folds,1.0,safe,0.142
flop,1.0,checks,0.0,average,0.31915
turn,1.0,checks,0.0,average,0.33333
river,2.189394,bets,1.89394,average,0.75758
hole,1.1953,bets,1.953,agressive,0.279
hole,-0.8047,folds,1.953,average,0.12
hole,-0.8047,folds,1.953,safe,0.114
hole,1.1645,bets,1.645,agressive,0.235
hole,1.1645,calls,1.645,average,0.12
hole,-0.8355,folds,1.645,safe,0.091
flop,1.0,checks,0.0,agressive,0.58927
flop,1.0,checks,0.0,average,0.16374
turn,2.158213,bets,1.58213,agressive,0.63285
turn,0.158213,folds,1.58213,average,0.2
hole,1.1,calls,1.0,agressive,0.14
hole,1.1,calls,1.0,average,0.251
hole,1.1,calls,1.0,safe,0.244
flop,1.0,checks,0.0,agressive,0.09713
flop,2.248844,bets,2.48844,average,0.99537
flop,0.248844,folds,2.48844,safe,0.60037
flop,0.248844,folds,2.48844,agressive,0.09713
hole,1.1,calls,1.0,agressive,0.19
hole,1.2652999999999999,bets,2.653,average,0.379
hole,-0.7347,folds,2.653,safe,0.151
hole,2.2653,calls,2.653,agressive,0.19
flop,3.179695,bets,1.79695,agressive,0.71878
flop,2.179695,calls,1.79695,average,0.79648
turn,3.0,checks,0.0,agressive,0.56232
turn,3.188647,bets,1.88647,average,0.75459
turn,2.188647,folds,1.88647,agressive,0.56232
hole,1.1,calls,1.0,agressive,0.169
hole,1.1,calls,1.0,average,0.142
hole,-1.1,folds,1.0,safe,0.124
flop,1.0,checks,0.0,agressive,0.34135
flop,1.0,checks,0.0,average,0.06753
turn,0.223188,folds,2.23188,agressive,0.26763
turn,0.223188,folds,2.23188,average,0.07053
hole,1.1,calls,1.0,agressive,0.135
hole,1.1,calls,1.0,average,0.259
hole,-1.1,folds,1.0,safe,0.126
flop,2.25,calls,2.5,agressive,0.97595
flop,2.25,calls,2.5,average,0.72988
turn,3.248551,calls,2.48551,agressive,0.97295
turn,3.248551,calls,2.48551,average,0.90242
river,4.22803,calls,2.2803,agressive,0.91212
river,4.22803,calls,2.2803,average,0.99899
hole,1.1,calls,1.0,agressive,0.117
hole,1.1,calls,1.0,average,0.219
hole,-1.1,folds,1.0,safe,0.099
flop,2.173913,bets,1.73913,agressive,0.69565
flop,2.173913,calls,1.73913,average,0.99722
turn,2.0,checks,0.0,agressive,0.5913
turn,3.248551,bets,2.48551,average,0.9942
turn,1.248551,folds,2.48551,agressive,0.5913
hole,1.1,calls,1.0,agressive,0.17
hole,1.1,calls,1.0,average,0.107
hole,1.1,calls,1.0,safe,0.251
flop,0.17692000000000002,folds,1.7692,agressive,0.11933
flop,0.17692000000000002,folds,1.7692,average,0.03053
flop,2.17692,calls,1.7692,safe,0.85476
turn,3.200966,bets,2.00966,safe,0.80386
hole,1.1512,bets,1.512,agressive,0.216
hole,1.1512,calls,1.512,average,0.229
hole,1.1512,calls,1.512,safe,0.279
flop,0.21114700000000003,folds,2.11147,agressive,0.46346
flop,0.21114700000000003,folds,2.11147,average,0.47456
flop,2.211147,calls,2.11147,safe,0.97132
turn,3.205072,calls,2.05072,safe,0.94396
river,4.212121,calls,2.12121,safe,0.94545
hole,1.1,calls,1.0,agressive,0.167
hole,1.1,calls,1.0,average,0.148
hole,-1.1,folds,1.0,safe,0.133
flop,2.208372,calls,2.08372,agressive,0.77983
flop,0.208372,folds,2.08372,average,0.21184
turn,3.190097,calls,1.90097,agressive,0.7401
river,4.161364,calls,1.61364,agressive,0.62424
hole,1.1,calls,1.0,agressive,0.124
hole,1.1,calls,1.0,average,0.14
hole,1.3444,bets,3.444,safe,0.492
hole,0.3444,folds,3.444,agressive,0.124
hole,0.3444,folds,3.444,average,0.14
hole,1.1512,bets,1.512,agressive,0.216
hole,1.1512,calls,1.512,average,0.201
hole,-0.8488,folds,1.512,safe,0.19
flop,1.0,checks,0.0,agressive,0.33765
flop,2.17877,bets,1.7877,average,0.71508
flop,0.17877,folds,1.7877,agressive,0.33765
hole,1.1,calls,1.0,agressive,0.133
hole,1.1,calls,1.0,average,0.219
hole,1.1,calls,1.0,safe,0.203
flop,1.0,checks,0.0,agressive,0.40796
flop,2.182007,bets,1.82007,average,0.72803
flop,0.182007,folds,1.82007,safe,0.57817
flop,0.182007,folds,1.82007,agressive,0.40796
hole,1.1,calls,1.0,agressive,0.106
hole,1.2652999999999999,bets,2.653,average,0.379
hole,-0.7347,folds,2.653,safe,0.126
hole,2.2653,calls,2.653,agressive,0.106
flop,2.0,checks,0.0,agressive,0.09713
flop,2.249769,bets,2.49769,average,0.99907
flop,1.249769,folds,2.49769,agressive,0.09713
hole,1.1,calls,1.0,agressive,0.194
hole,1.1,calls,1.0,average,0.207
hole,1.1,calls,1.0,safe,0.174
flop,2.2361240000000002,bets,2.36124,agressive,0.9445
flop,0.236124,folds,2.36124,average,0.45236
flop,0.236124,folds,2.36124,safe,0.24514
hole,1.1,calls,1.0,agressive,0.123
hole,1.1,calls,1.0,average,0.159
hole,1.1,calls,1.0,safe,0.261
flop,1.0,checks,0.0,agressive,0.29695
flop,1.0,checks,0.0,average,0.05643
flop,1.0,checks,0.0,safe,0.36355
turn,1.0,checks,0.0,agressive,0.31014
turn,1.0,checks,0.0,average,0.05894
turn,1.0,checks,0.0,safe,0.37971
river,1.0,checks,0.0,agressive,0.38485
river,1.0,checks,0.0,average,0.07374
river,2.242929,bets,2.42929,safe,0.97172
river,0.242929,folds,2.42929,agressive,0.38485
river,0.242929,folds,2.42929,average,0.07374
hole,1.1,calls,1.0,agressive,0.169
hole,1.1,calls,1.0,average,0.12
hole,1.1,calls,1.0,safe,0.201
flop,0.191489,folds,1.91489,agressive,0.25624
flop,0.191489,folds,1.91489,average,0.16374
flop,0.191489,folds,1.91489,safe,0.72248
hole,-1.1,folds,1.0,agressive,0.095
hole,1.1,calls,1.0,average,0.151
hole,-1.1,folds,1.0,safe,0.089
flop,0.241443,folds,2.41443,average,0.25624
hole,1.1,calls,1.0,agressive,0.123
hole,-1.1,folds,1.0,average,0.091
hole,1.1,calls,1.0,safe,0.175
flop,0.177613,folds,1.77613,agressive,0.22294
flop,0.177613,folds,1.77613,safe,0.54487
hole,1.1,calls,1.0,agressive,0.106
hole,-1.1,folds,1.0,average,0.091
hole,-1.1,folds,1.0,safe,0.135
flop,0.173913,folds,1.73913,agressive,0.21184
hole,1.1,calls,1.0,agressive,0.181
hole,1.1,calls,1.0,average,0.189
hole,1.1,calls,1.0,safe,0.269
flop,0.150093,folds,1.50093,agressive,0.39685
flop,2.150093,calls,1.50093,average,0.91952
flop,0.150093,folds,1.50093,safe,0.46346
turn,3.214734,bets,2.14734,average,0.85894
hole,1.1,calls,1.0,agressive,0.142
hole,1.1,calls,1.0,average,0.19
hole,1.1,calls,1.0,safe,0.231
flop,2.199352,calls,1.99352,agressive,0.6901
flop,0.199352,folds,1.99352,average,0.46346
flop,2.199352,calls,1.99352,safe,0.85199
turn,1.1657,folds,1.657,agressive,0.57005
turn,3.1657,calls,1.657,safe,0.70821
river,4.158838,calls,1.58838,safe,0.66667
hole,1.1,calls,1.0,agressive,0.117
hole,1.1,calls,1.0,average,0.16
hole,1.1,calls,1.0,safe,0.17
flop,1.0,checks,0.0,agressive,0.40796
flop,2.174838,bets,1.74838,average,0.69935
flop,0.174838,folds,1.74838,safe,0.67715
flop,0.174838,folds,1.74838,agressive,0.40796
hole,1.1,calls,1.0,agressive,0.139
hole,1.1,calls,1.0,average,0.12
hole,1.1,calls,1.0,safe,0.154
flop,1.0,checks,0.0,agressive,0.25624
flop,1.0,checks,0.0,average,0.10823
flop,1.0,checks,0.0,safe,0.26735
turn,1.0,checks,0.0,agressive,0.26473
turn,1.0,checks,0.0,average,0.11884
turn,1.0,checks,0.0,safe,0.25894
river,1.0,checks,0.0,agressive,0.19293
river,1.0,checks,0.0,average,0.07071
river,1.0,checks,0.0,safe,0.18788
hole,1.1,calls,1.0,agressive,0.185
hole,1.1,calls,1.0,average,0.117
hole,1.1,calls,1.0,safe,0.294
flop,2.179232,bets,1.79232,agressive,0.71693
flop,0.179232,folds,1.79232,average,0.21184
flop,0.179232,folds,1.79232,safe,0.58927
hole,1.1512,bets,1.512,agressive,0.216
hole,1.1512,calls,1.512,average,0.202
hole,-0.8488,folds,1.512,safe,0.105
flop,2.235199,bets,2.35199,agressive,0.9408
flop,0.235199,folds,2.35199,average,0.18594
hole,1.2352,bets,2.352,agressive,0.336
hole,-0.7648,folds,2.352,average,0.19
hole,-0.7648,folds,2.352,safe,0.229
hole,1.1,calls,1.0,agressive,0.19
hole,1.1,calls,1.0,average,0.19
hole,1.1,calls,1.0,safe,0.161
flop,1.0,checks,0.0,agressive,0.43756
flop,1.0,checks,0.0,average,0.23034
flop,2.224098,bets,2.24098,safe,0.89639
flop,0.224098,folds,2.24098,agressive,0.43756
flop,0.224098,folds,2.24098,average,0.23034
hole,1.1,calls,1.0,agressive,0.12
hole,1.1,calls,1.0,average,0.119
hole,1.1,calls,1.0,safe,0.168
flop,1.0,checks,0.0,agressive,0.23404
flop,2.199352,bets,1.99352,average,0.79741
flop,2.199352,calls,1.99352,safe,0.92784
flop,0.199352,folds,1.99352,agressive,0.23404
turn,3.163768,bets,1.63768,average,0.65507
turn,3.163768,calls,1.63768,safe,0.77971
river,3.0,checks,0.0,average,0.54242
river,3.0,checks,0.0,safe,0.62828
hole,1.1,calls,1.0,agressive,0.166
hole,1.1,calls,1.0,average,0.167
hole,-1.1,folds,1.0,safe,0.089
flop,2.227336,bets,2.27336,agressive,0.90934
flop,2.227336,calls,2.27336,average,0.81314
turn,3.219807,bets,2.19807,agressive,0.87923
turn,3.219807,calls,2.19807,average,0.69469
river,4.198232,bets,1.98232,agressive,0.79293
river,2.198232,folds,1.98232,average,0.53636
hole,1.1421000000000001,bets,1.421,agressive,0.203
hole,1.1421000000000001,calls,1.421,average,0.174
hole,-0.8579,folds,1.421,safe,0.168
flop,0.23334899999999997,folds,2.33349,agressive,0.57817
flop,0.23334899999999997,folds,2.33349,average,0.45236
hole,1.1,calls,1.0,agressive,0.126
hole,-1.1,folds,1.0,average,0.091
hole,1.1,calls,1.0,safe,0.152
flop,2.16605,bets,1.6605,agressive,0.6642
flop,0.16605,folds,1.6605,safe,0.03053
hole,1.1568,bets,1.568,agressive,0.224
hole,1.1568,calls,1.568,average,0.13
hole,-0.8432,folds,1.568,safe,0.123
flop,1.0,checks,0.0,agressive,0.25624
flop,2.159574,bets,1.59574,average,0.6383
flop,0.159574,folds,1.59574,agressive,0.25624
hole,1.1,calls,1.0,agressive,0.175
hole,1.1,calls,1.0,average,0.189
hole,1.1,calls,1.0,safe,0.155
flop,1.0,checks,0.0,agressive,0.54487
flop,1.0,checks,0.0,average,0.26735
flop,1.0,checks,0.0,safe,0.60037
turn,1.0,checks,0.0,agressive,0.56908
turn,1.0,checks,0.0,average,0.27923
turn,1.0,checks,0.0,safe,0.62705
river,1.0,checks,0.0,agressive,0.50606
river,1.0,checks,0.0,average,0.29192
river,1.0,checks,0.0,safe,0.51818
hole,1.1,calls,1.0,agressive,0.123
hole,1.1,calls,1.0,average,0.128
hole,1.1,calls,1.0,safe,0.166
flop,1.0,checks,0.0,agressive,0.29695
flop,2.191258,bets,1.91258,average,0.76503
flop,0.19125799999999998,folds,1.91258,safe,0.17114
flop,0.19125799999999998,folds,1.91258,agressive,0.29695
hole,1.1,calls,1.0,agressive,0.128
hole,1.1,calls,1.0,average,0.101
hole,-1.1,folds,1.0,safe,0.086
flop,0.211841,folds,2.11841,agressive,0.31915
flop,0.211841,folds,2.11841,average,0.15264
hole,1.1,calls,1.0,agressive,0.101
hole,1.1,calls,1.0,average,0.215
hole,1.1,calls,1.0,safe,0.168
flop,0.248844,folds,2.48844,agressive,0.15264
flop,0.248844,folds,2.48844,average,0.36355
flop,0.248844,folds,2.48844,safe,0.34135
hole,1.1,calls,1.0,agressive,0.144
hole,-1.1,folds,1.0,average,0.089
hole,-1.1,folds,1.0,safe,0.119
flop,1.0,checks,0.0,agressive,0.30712
turn,2.214493,bets,2.14493,agressive,0.85797
hole,1.1,calls,1.0,agressive,0.114
hole,-1.1,folds,1.0,average,0.096
hole,1.1,calls,1.0,safe,0.167
flop,2.154487,bets,1.54487,agressive,0.61795
flop,0.15448699999999999,folds,1.54487,safe,0.52266
hole,1.1,calls,1.0,agressive,0.12
hole,1.1,calls,1.0,average,0.147
hole,-1.1,folds,1.0,safe,0.113
flop,0.16512500000000002,folds,1.65125,agressive,0.15264
flop,0.16512500000000002,folds,1.65125,average,0.39685
hole,1.1,calls,1.0,agressive,0.16
hole,1.1,calls,1.0,average,0.208
hole,-1.1,folds,1.0,safe,0.142
flop,1.0,checks,0.0,agressive,0.55597
flop,1.0,checks,0.0,average,0.56707
turn,1.0,checks,0.0,agressive,0.44928
turn,1.0,checks,0.0,average,0.46087
river,1.0,checks,0.0,agressive,0.51818
river,1.0,checks,0.0,average,0.51818
hole,1.1,calls,1.0,agressive,0.166
hole,1.1,calls,1.0,average,0.235
hole,1.1,calls,1.0,safe,0.244
flop,0.200046,folds,2.00046,agressive,0.09343
flop,0.200046,folds,2.00046,average,0.43386
flop,0.200046,folds,2.00046,safe,0.54857
hole,1.1,calls,1.0,agressive,0.135
hole,1.1,calls,1.0,average,0.107
hole,1.1,calls,1.0,safe,0.159
flop,2.197965,bets,1.97965,agressive,0.79186
flop,0.197965,folds,1.97965,average,0.03053
flop,0.197965,folds,1.97965,safe,0.10823
hole,1.1,calls,1.0,agressive,0.151
hole,1.1,calls,1.0,average,0.133
hole,1.1,calls,1.0,safe,0.195
flop,1.0,checks,0.0,agressive,0.14894
flop,2.25,bets,2.5,average,1.0
flop,0.25,folds,2.5,safe,0.38575
flop,0.25,folds,2.5,agressive,0.14894
hole,1.1,calls,1.0,agressive,0.149
hole,1.1,calls,1.0,average,0.173
hole,1.3444,bets,3.444,safe,0.492
hole,2.3444,calls,3.444,agressive,0.149
hole,0.3444,folds,3.444,average,0.173
flop,2.0,checks,0.0,agressive,0.44126
flop,2.228261,bets,2.28261,safe,0.91304
flop,1.228261,folds,2.28261,agressive,0.44126
hole,1.1,calls,1.0,agressive,0.108
hole,1.1,calls,1.0,average,0.175
hole,1.1,calls,1.0,safe,0.167
flop,1.0,checks,0.0,agressive,0.16374
flop,1.0,checks,0.0,average,0.54487
flop,1.0,checks,0.0,safe,0.68455
turn,1.0,checks,0.0,agressive,0.17101
turn,1.0,checks,0.0,average,0.41836
turn,1.0,checks,0.0,safe,0.54879
river,1.0,checks,0.0,agressive,0.10909
river,1.0,checks,0.0,average,0.52121
river,1.0,checks,0.0,safe,0.40909
hole,1.1,calls,1.0,agressive,0.147
hole,1.1,calls,1.0,average,0.167
hole,1.1,calls,1.0,safe,0.169
flop,2.194265,calls,1.94265,agressive,0.7086
flop,0.194265,folds,1.94265,average,0.52266
flop,0.194265,folds,1.94265,safe,0.26735
turn,3.239372,calls,2.39372,agressive,0.7401
river,4.237374,calls,2.37374,agressive,0.7303
hole,1.1708,bets,1.708,agressive,0.244
hole,1.1708,calls,1.708,average,0.169
hole,-0.8291999999999999,folds,1.708,safe,0.099
flop,2.240056,bets,2.40056,agressive,0.96022
flop,0.240056,folds,2.40056,average,0.34135
hole,1.1,calls,1.0,agressive,0.184
hole,-1.1,folds,1.0,average,0.095
hole,1.1,calls,1.0,safe,0.167
flop,2.2192410000000002,calls,2.19241,agressive,0.88437
flop,0.21924100000000002,folds,2.19241,safe,0.82979
turn,3.185507,calls,1.85507,agressive,0.74976
river,4.17904,calls,1.7904,agressive,0.72424
hole,1.1,calls,1.0,agressive,0.142
hole,1.1,calls,1.0,average,0.166
hole,1.1,calls,1.0,safe,0.18
flop,0.246068,folds,2.46068,agressive,0.40796
flop,0.246068,folds,2.46068,average,0.18594
flop,0.246068,folds,2.46068,safe,0.72155
hole,1.1827,bets,1.827,agressive,0.261
hole,1.1827,calls,1.827,average,0.18
hole,-0.8173,folds,1.827,safe,0.13
flop,0.232886,folds,2.32886,agressive,0.47456
flop,0.232886,folds,2.32886,average,0.53377
hole,1.1428,bets,1.428,agressive,0.204
hole,1.1428,calls,1.428,average,0.128
hole,-0.8572,folds,1.428,safe,0.11
flop,2.160268,bets,1.60268,agressive,0.64107
flop,2.160268,calls,1.60268,average,0.82886
turn,2.0,checks,0.0,agressive,0.54589
turn,3.205072,bets,2.05072,average,0.82029
turn,1.205072,folds,2.05072,agressive,0.54589
hole,1.1,calls,1.0,agressive,0.169
hole,1.1,calls,1.0,average,0.169
hole,1.1,calls,1.0,safe,0.147
flop,0.198659,folds,1.98659,agressive,0.24144
flop,0.198659,folds,1.98659,average,0.24144
flop,0.198659,folds,1.98659,safe,0.51156
hole,1.1,calls,1.0,agressive,0.175
hole,1.1,calls,1.0,average,0.215
hole,1.1,calls,1.0,safe,0.232
flop,2.168594,bets,1.68594,agressive,0.67438
flop,0.168594,folds,1.68594,average,0.47456
flop,2.168594,calls,1.68594,safe,0.97965
turn,2.0,checks,0.0,agressive,0.55749
turn,3.243237,bets,2.43237,safe,0.97295
turn,1.243237,folds,2.43237,agressive,0.55749
hole,1.1,calls,1.0,agressive,0.19
hole,1.301,bets,3.01,average,0.43
hole,-0.6990000000000001,folds,3.01,safe,0.266
hole,2.301,calls,3.01,agressive,0.19
flop,3.203053,bets,2.03053,agressive,0.81221
flop,2.203053,calls,2.03053,average,1.0
turn,4.197343,bets,1.97343,agressive,0.78937
turn,3.197343,calls,1.97343,average,1.0
river,5.246717,bets,2.46717,agressive,0.98687
river,4.246717,calls,2.46717,average,0.92121
hole,1.1,calls,1.0,agressive,0.117
hole,1.1,calls,1.0,average,0.216
hole,-1.1,folds,1.0,safe,0.095
flop,2.170213,bets,1.70213,agressive,0.68085
flop,0.170213,folds,1.70213,average,0.44866
hole,1.1,calls,1.0,agressive,0.18
hole,1.1,calls,1.0,average,0.19
hole,1.1,calls,1.0,safe,0.225
flop,2.168594,bets,1.68594,agressive,0.67438
flop,0.168594,folds,1.68594,average,0.53377
flop,0.168594,folds,1.68594,safe,0.26735
hole,1.1,calls,1.0,agressive,0.101
hole,1.1,calls,1.0,average,0.133
hole,-1.1,folds,1.0,safe,0.099
flop,0.16026800000000002,folds,1.60268,agressive,0.30805
flop,2.160268,calls,1.60268,average,0.84459
turn,3.207729,bets,2.07729,average,0.83092
hole,1.1,calls,1.0,agressive,0.17
hole,1.1,calls,1.0,average,0.159
hole,-1.1,folds,1.0,safe,0.142
flop,1.0,checks,0.0,agressive,0.3802
flop,1.0,checks,0.0,average,0.09991
turn,1.0,checks,0.0,agressive,0.29952
turn,1.0,checks,0.0,average,0.54106
river,1.0,checks,0.0,agressive,0.35758
river,1.0,checks,0.0,average,0.58687
hole,1.1,calls,1.0,agressive,0.106
hole,1.1,calls,1.0,average,0.137
hole,-1.1,folds,1.0,safe,0.105
flop,2.166281,bets,1.66281,agressive,0.66512
flop,2.166281,calls,1.66281,average,0.90194
turn,2.0,checks,0.0,agressive,0.51111
turn,3.209662,bets,2.09662,average,0.83865
turn,1.209662,folds,2.09662,agressive,0.51111
hole,1.1,calls,1.0,agressive,0.133
hole,1.1,calls,1.0,average,0.114
hole,-1.1,folds,1.0,safe,0.107
flop,2.166975,bets,1.66975,agressive,0.6679
flop,2.166975,calls,1.66975,average,0.75486
turn,2.0,checks,0.0,agressive,0.55459
turn,3.160386,bets,1.60386,average,0.64155
turn,1.160386,folds,1.60386,agressive,0.55459
hole,1.1,calls,1.0,agressive,0.101
hole,1.1,calls,1.0,average,0.151
hole,-1.1,folds,1.0,safe,0.099
flop,0.20467200000000002,folds,2.04672,agressive,0.15264
flop,0.20467200000000002,folds,2.04672,average,0.25624
hole,1.1,calls,1.0,agressive,0.115
hole,1.1,calls,1.0,average,0.208
hole,1.1,calls,1.0,safe,0.167
flop,0.19819599999999998,folds,1.98196,agressive,0.23404
flop,0.19819599999999998,folds,1.98196,average,0.54487
flop,2.198196,calls,1.98196,safe,0.91489
turn,3.17029,calls,1.7029,safe,0.90048
river,4.187626,calls,1.87626,safe,0.85657
hole,1.1729,bets,1.729,agressive,0.247
hole,1.1729,calls,1.729,average,0.154
hole,1.1729,calls,1.729,safe,0.294
flop,2.226642,bets,2.26642,agressive,0.90657
flop,0.226642,folds,2.26642,average,0.40056
flop,0.226642,folds,2.26642,safe,0.55967
hole,1.1,calls,1.0,agressive,0.142
hole,1.1,calls,1.0,average,0.244
hole,1.1,calls,1.0,safe,0.152
flop,0.175763,folds,1.75763,agressive,0.11933
flop,0.175763,folds,1.75763,average,0.58927
flop,0.175763,folds,1.75763,safe,0.65865
hole,1.1,calls,1.0,agressive,0.126
hole,1.1,calls,1.0,average,0.242
hole,1.1,calls,1.0,safe,0.173
flop,1.0,checks,0.0,agressive,0.03053
flop,1.0,checks,0.0,average,0.56707
flop,1.0,checks,0.0,safe,0.52266
turn,1.0,checks,0.0,agressive,0.02899
turn,1.0,checks,0.0,average,0.55169
turn,1.0,checks,0.0,safe,0.5343
river,0.170455,folds,1.70455,agressive,0.35354
river,0.170455,folds,1.70455,average,0.26162
river,2.170455,calls,1.70455,safe,0.97172
hole,1.1,calls,1.0,agressive,0.137
hole,1.1,calls,1.0,average,0.173
hole,1.1,calls,1.0,safe,0.258
flop,0.228261,folds,2.28261,agressive,0.00833
flop,2.228261,calls,2.28261,average,0.65217
flop,0.228261,folds,2.28261,safe,0.57817
turn,1.223188,folds,2.23188,average,0.52271
hole,1.1,calls,1.0,agressive,0.156
hole,1.1,calls,1.0,average,0.205
hole,1.1,calls,1.0,safe,0.167
flop,1.0,checks,0.0,agressive,0.39685
flop,2.182701,bets,1.82701,average,0.7308
flop,2.182701,calls,1.82701,safe,0.93895
flop,0.182701,folds,1.82701,agressive,0.39685
turn,3.178986,bets,1.78986,average,0.71594
turn,3.178986,calls,1.78986,safe,0.91014
river,4.172727,bets,1.72727,average,0.69091
river,4.172727,calls,1.72727,safe,0.8697
hole,1.1512,bets,1.512,agressive,0.216
hole,1.1512,calls,1.512,average,0.12
hole,-0.8488,folds,1.512,safe,0.168
flop,1.0,checks,0.0,agressive,0.32285
flop,1.0,checks,0.0,average,0.08603
turn,1.0,checks,0.0,agressive,0.31304
turn,1.0,checks,0.0,average,0.08502
river,1.0,checks,0.0,agressive,0.21818
river,2.186111,bets,1.86111,average,0.74444
river,0.186111,folds,1.86111,agressive,0.21818
hole,1.1,calls,1.0,agressive,0.139
hole,1.1,calls,1.0,average,0.166
hole,1.1,calls,1.0,safe,0.19
flop,2.225948,calls,2.25948,agressive,0.79278
flop,0.22594799999999998,folds,2.25948,average,0.18594
flop,0.22594799999999998,folds,2.25948,safe,0.24514
turn,3.239372,calls,2.39372,agressive,0.83382
river,4.232323,calls,2.32323,agressive,0.68182
hole,1.1,calls,1.0,agressive,0.1
hole,1.1,calls,1.0,average,0.147
hole,-1.1,folds,1.0,safe,0.113
flop,0.183395,folds,1.83395,agressive,0.04533
flop,0.183395,folds,1.83395,average,0.41906
hole,1.1512,bets,1.512,agressive,0.216
hole,1.1512,calls,1.512,average,0.169
hole,-0.8488,folds,1.512,safe,0.117
flop,2.218316,bets,2.18316,agressive,0.87327
flop,0.218316,folds,2.18316,average,0.32747
hole,1.1,calls,1.0,agressive,0.169
hole,1.1,calls,1.0,average,0.203
hole,-1.1,folds,1.0,safe,0.123
flop,2.228723,bets,2.28723,agressive,0.91489
flop,0.228723,folds,2.28723,average,0.56707
hole,1.1,calls,1.0,agressive,0.173
hole,1.1,calls,1.0,average,0.128
hole,-1.1,folds,1.0,safe,0.124
flop,1.0,checks,0.0,agressive,0.57447
flop,2.187789,bets,1.87789,average,0.75116
flop,0.187789,folds,1.87789,agressive,0.57447
hole,1.1806,bets,1.806,agressive,0.258
hole,1.1806,calls,1.806,average,0.151
hole,-0.8194,folds,1.806,safe,0.163
flop,1.0,checks,0.0,agressive,0.46346
flop,1.0,checks,0.0,average,0.24514
